Antiquity,Bathrooms,Community_Expenses,Condition,Deposit,Elevator,Emissions,Energy_Consumption,Extra,Floor,Furnished,Heating,Neighborhood,Orientation,Parking,Pets,Photos,Price,Rooms,Size,Title,Type,Water_Heater,url
70 a 100 años,2,nan,nan,nan,Sí,E,E,Armarios-Calefacción-Cocina Equipada,3ª planta,No,nan,"Del Tutor, Moncloa",nan,nan,nan,22,1.700 €,5,132,Piso de alquiler en Del Tutor Argüelles,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158823420/d
nan,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Electrodomésticos-Lavadora-Microondas-Nevera-Balcón-Cocina Equipada,3ª planta,Sí,Electricidad,"Limón, Centro",Este,nan,nan,13,750 €,1,45,Piso de alquiler en Limón Universidad - Malasaña,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157913103/d
,1,,,,Sí,En trámite,G,Aire acondicionado-Calefacción-Electrodomésticos-Cocina Equipada,4ª planta,,,"Cartagena, Salamanca",,,,21,1.000 €,1,60,Piso de alquiler en Cartagena Guindalera,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158821720/d
,2,Sí,Reformado,Sí,Sí,E,E,Armarios-Terraza-Suite - con baño-Electrodomésticos-Horno-Lavadora-Serv. portería-Balcón-Internet,nan,Sí,Gas Natural,"Calle de Zurbano, 85, Chamberí",Este,,,22,1.600 €,3,85,"Piso de alquiler en Calle de Zurbano, 85 Ríos Rosas - Nuevos Ministerios",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado-internet/158821164/d
,1,Sí,nan,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-TV-Videoportero-Puerta Blindada-Cocina Equipada,6ª planta,Sí,nan,"Calle del Pinar, Salamanca",nan,,,40,1.100 €,1,50,Apartamento de alquiler en Calle del Pinar Castellana,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television/158669109/d
,1,Sí,Casi nuevo,Sí,Sí,En trámite,G,Armarios-Parquet-Terraza-Suite - con baño-Electrodomésticos-Lavadora-Microondas-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,1ª planta,Sí,Electricidad,"Calle de Clara del Rey, Chamartín",Suroeste,,,21,700 €,1,60,Apartamento de alquiler en Calle de Clara del Rey Prosperidad,Apartamento,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158819064/d
20 a 30 años,1,nan,Bien,nan,Sí,E,E,Aire acondicionado-Armarios-Terraza-Trastero,Bajos,nan,Electricidad,"Calle de Ágave, 31, Tetuán",nan,,,21,650 €,1,56,"Piso de alquiler en Calle de Ágave, 31 Valdeacederas",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-terraza-trastero-ascensor/158507372/d
30 a 50 años,1,nan,nan,nan,Sí,G,G,Armarios-Calefacción-Terraza-Electrodomésticos-Puerta Blindada-Cocina Equipada,2ª planta,Sí,nan,Latina,nan,,,28,850 €,3,84,Piso de alquiler en Aluche,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158821758/d
50 a 70 años,1,Sí,Casi nuevo,nan,Sí,G,G,Armarios-Calefacción-Terraza-Electrodomésticos-Puerta Blindada-Cocina Equipada,5ª planta,Sí,nan,Latina,Noroeste,,,23,875 €,3,79,Piso de alquiler en Aluche,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-amueblado/158821763/d
nan,1,Sí,nan,Sí,nan,En trámite,G,Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,1ª planta,Sí,nan,"Calle de Ardemans, Salamanca",nan,,,33,850 €,2,55,Piso de alquiler en Calle de Ardemans Guindalera,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado/158465691/d
nan,2,nan,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Z. Comunitaria-Piscina-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,3ª planta,No,Electricidad,"Calle de Josep Pla, Chamartín",Sureste,,,57,1.400 €,2,97,Piso de alquiler en Calle de Josep Pla Ciudad Jardín,Piso,Electricidad,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-zona-comunitaria-ascensor-piscina-piscina-no-amueblado/158589716/d
nan,2,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Cocina Office-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,1ª planta,No,Electricidad,Chamberí,Sur,,,20,2.000 €,3,130,Piso de alquiler en Vallehermoso,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-no-amueblado/158821924/d
50 a 70 años,3,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Parquet,5ª planta,No,nan,"De Manuel de Falla, Chamartín",nan,,,29,2.700 €,4,170,Piso de alquiler en De Manuel de Falla Hispanoamérica - Bernabéu,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-no-amueblado/158821991/d
nan,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Puerta Blindada-Cocina Equipada,4ª planta,No,Gas Natural,Chamartín,Sur,Comunitario,,17,1.500 €,2,127,Piso de alquiler en El Viso,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-parking-no-amueblado/158822007/d
nan,1,Sí,nan,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Piscina comunitaria-Cocina Equipada,Principal,No,nan,"Calle del Torpedero Tucumán, Chamartín",nan,nan,,32,850 €,1,70,Apartamento de alquiler en Calle del Torpedero Tucumán Nueva España,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-piscina-no-amueblado/158818684/d
nan,2,Sí,nan,nan,Sí,A,A,Aire acondicionado-Armarios-Calefacción-Parquet-Trastero-Z. Comunitaria-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Zona Deportiva-Puerta Blindada-Piscina comunitaria,nan,No,nan,"Calle Marqués de Hoyos, 9, Ciudad Lineal",nan,Comunitario,,20,1.550 €,4,120,"Piso de alquiler en Calle Marqués de Hoyos, 9 Concepción",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-zona-comunitaria-ascensor-parking-piscina-no-amueblado/158821695/d
nan,2,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Cocina Office-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Videoportero-Puerta Blindada-Cocina Equipada,5ª planta,No,Gas Natural,Salamanca,Sur,Comunitario,,20,2.200 €,2,115,Piso de alquiler en Lista,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-parking-no-amueblado/158821814/d
nan,1,Sí,nan,Sí,nan,B,B,Aire acondicionado-Armarios-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Balcón,nan,No,nan,"Calle de Olite, Tetuán",nan,nan,,16,790 €,2,50,Piso de alquiler en Calle de Olite Bellas Vistas,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-no-amueblado/158821793/d
nan,1,nan,Casi nuevo,nan,Sí,En trámite,G,Horno-Lavadora-Nevera-Serv. portería,2ª planta,nan,Gas Natural,"Calle de Sagasta, 12, Centro",nan,nan,,14,1.300 €,2,57,"Piso de alquiler en Calle de Sagasta, 12 Justicia - Chueca",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor/158821390/d
nan,1,Sí,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Z. Comunitaria-Cocina Office-Piscina-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Balcón-Puerta Blindada-Piscina comunitaria-Lavadero-Cocina Equipada,5ª planta,Sí,nan,"Samaniego, 12, San Blas",nan,Privado,,6,700 €,1,57,"Apartamento de alquiler en Samaniego, 12 Rejas",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina-amueblado-piscina/155787616/d
nan,1,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Z. Comunitaria-Cocina Office-Piscina-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-TV-Balcón-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Lavadero-Cocina Equipada,5ª planta,Sí,nan,"Samaniego, 12, San Blas",nan,Privado,,7,700 €,1,57,"Apartamento de alquiler en Samaniego, 12 Rejas",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina-amueblado-television-piscina/155788097/d
nan,1,Sí,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Gres Cerámica-Parquet-Z. Comunitaria-Piscina-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Zona Deportiva-Zona Infantil-Puerta Blindada-Piscina comunitaria-Cocina Equipada,3ª planta,Sí,nan,"Pirra, San Blas",nan,Privado,,7,700 €,1,55,Apartamento de alquiler en Pirra Rejas,Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-zona-comunitaria-ascensor-piscina-amueblado-piscina/158354066/d
nan,2,nan,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Z. Comunitaria-Electrodomésticos-Piscina comunitaria-Cocina Equipada,2ª planta,No,Gas Natural,Fuencarral,nan,Privado,,37,2.500 €,4,220,Piso de alquiler en Mirasierra,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-parking-terraza-zona-comunitaria-ascensor-piscina-no-amueblado/158140341/d
1 a 5 años,4,nan,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Trastero-Z. Comunitaria-Suite - con baño-Serv. portería-Piscina comunitaria-Lavadero-Cuarto lavado plancha-Cuarto para el servicio-Cocina Equipada,3ª planta,nan,Gas Natural,Fuencarral,nan,Privado,,40,3.500 €,5,264,Piso de alquiler en Mirasierra,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-trastero-zona-comunitaria-ascensor-piscina/158692012/d
nan,2,nan,Casi nuevo,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Terraza-Z. Comunitaria-Suite - con baño-Electrodomésticos-Serv. portería-Zona Deportiva-Zona Infantil-Piscina comunitaria-Cocina Equipada,7ª planta,No,Gas Natural,Fuencarral,Sur,Privado,,46,1.700 €,3,139,Piso de alquiler en La Paz,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-zona-comunitaria-ascensor-piscina-no-amueblado/158586288/d
nan,1,Sí,Bien,nan,nan,En trámite,G,Armarios-Parquet-Piscina-Electrodomésticos-Horno-Lavadora-Nevera-Lavadero-Cocina Equipada,Bajos,nan,Gas Natural,"Avenida de San Luis, Hortaleza",nan,nan,,16,890 €,3,85,Piso de alquiler en Avenida de San Luis Pinar del Rey,Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-piscina/158821629/d
+ 100 años,1,Sí,Muy bien,nan,Sí,En trámite,G,Aire acondicionado,Bajos,nan,Electricidad,"Calle de Relatores, 10, Centro",Oeste,nan,,13,650 €,1,25,"Apartamento de alquiler en Calle de Relatores, 10 Embajadores - Lavapiés",Apartamento,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor/157086143/d
70 a 100 años,2,nan,nan,nan,Sí,E,E,Armarios-Balcón,5ª planta,nan,nan,"Calle de Martín de Los Heros, 78, Moncloa",nan,nan,,38,2.100 €,4,208,"Piso de alquiler en Calle de Martín de Los Heros, 78 Argüelles",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/ascensor/157910242/d
nan,1,nan,nan,nan,Sí,En trámite,F,Aire acondicionado-Trastero-Cocina Equipada,nan,Sí,Gas Natural,"Sierra de Segura, Puente de Vallecas",nan,nan,,13,600 €,1,40,Piso de alquiler en Sierra de Segura Numancia,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-trastero-ascensor-amueblado/158821548/d
nan,1,nan,nan,nan,Sí,En trámite,D,Aire acondicionado-Piscina-Cocina Equipada,nan,Sí,Electricidad,"Puerto de Pozazal , Villa de Vallecas",nan,Privado,,18,595 €,1,44,Piso de alquiler en Puerto de Pozazal  Ensanche de Vallecas - La Gavia,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-ascensor-piscina-amueblado/158821553/d
20 a 30 años,2,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Terraza-Suite - con baño-Electrodomésticos-Horno-Lavadora-Nevera-Videoportero-Puerta Blindada-Lavadero-Cocina Equipada,1ª planta,No,nan,"Calle de Juan de Mariana, 7, Arganzuela",nan,Privado,,18,1.000 €,2,99,"Piso de alquiler en Calle de Juan de Mariana, 7 Delicias",Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-parking-terraza-ascensor-no-amueblado/157456014/d
nan,3,Sí,Muy bien,nan,Sí,En trámite,G,Armarios-Parquet-Cocina Office-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Serv. portería-Balcón-Videoportero-Puerta Blindada-Cocina Equipada,3ª planta,Sí,Gas Natural,Chamberí,Sur,nan,,17,1.900 €,4,130,Piso de alquiler en Gaztambide,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158821623/d
,3,,Muy bien,,Sí,En trámite,G,Armarios-Serv. portería-Cocina Equipada,4ª planta,No,,"De Espalter, Retiro",,,,59,4.300 €,3,240,Piso de alquiler en De Espalter Jerónimos,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/ascensor-no-amueblado/158821361/d
,2,,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Balcón-Cocina Equipada,3ª planta,nan,,"De las Aguas, Centro",Sur,,,7,2.000 €,3,170,Ático de alquiler en De las Aguas Palacio,Ático,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor/158821053/d
,1,,Bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Cocina Equipada,nan,Sí,,"De Juan Martín el Empecinado, Arganzuela",Oeste,,,26,980 €,1,53,Piso de alquiler en De Juan Martín el Empecinado Delicias,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158821054/d
,1,,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Videoportero-Puerta Blindada-Cocina Equipada,1ª planta,Sí,,"De Hortaleza, Centro",nan,,,23,1.300 €,1,95,Loft de alquiler en De Hortaleza Justicia - Chueca,Loft,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/158821057/d
,1,,Bien,,Sí,En trámite,G,Calefacción-Terraza-Piscina-Serv. portería-Balcón-Piscina comunitaria-Cocina Equipada,3ª planta,Sí,,"De Toledo, Arganzuela",nan,,,18,1.250 €,3,95,Piso de alquiler en De Toledo Imperial,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-terraza-ascensor-piscina-amueblado-piscina/158821061/d
,1,,nan,,nan,En trámite,G,Calefacción-Parquet-Videoportero-Cocina Equipada,4ª planta,Sí,,"Iriarte, Salamanca",nan,,,15,750 €,2,75,Ático de alquiler en Iriarte Guindalera,Ático,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-amueblado/158821065/d
,1,Sí,Muy bien,,Sí,En trámite,G,Armarios-Parquet-Trastero-Electrodomésticos-Serv. portería-Cocina Equipada,5ª planta,Sí,Gasóleo,"Calle de Lagasca, Salamanca",Este,,,9,1.200 €,1,50,Piso de alquiler en Calle de Lagasca Castellana,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-trastero-ascensor-amueblado/158671025/d
,2,nan,Bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Patio-Piscina-Videoportero-Zona Infantil-Piscina comunitaria-Cocina Equipada,4ª planta,No,nan,"De Mozart, Moncloa",Este,Comunitario,,16,1.300 €,2,80,Piso de alquiler en De Mozart Casa de Campo,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-patio-piscina-parking-piscina-no-amueblado/158821056/d
,2,Sí,Muy bien,,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Electrodomésticos-Serv. portería-Cocina Equipada,2ª planta,nan,Gas Natural,"Calle de O'donnell, Salamanca",nan,nan,,25,2.000 €,3,130,Piso de alquiler en Calle de O'donnell Goya,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor/158507274/d
,1,Sí,nan,,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Electrodomésticos-Horno-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,3ª planta,Sí,nan,"Calle de la Aduana, Centro",nan,nan,Sí,29,800 €,1,65,Piso de alquiler en Calle de la Aduana Sol,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado-se-aceptan-mascotas/158195386/d
,2,Sí,Casi nuevo,Sí,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Terraza-Suite - con baño-Electrodomésticos-Horno-Lavadora-Microondas-Nevera-Puerta Blindada-Cocina Equipada,1ª planta,No,Gas Natural,"Calle del Amparo, 59, Centro",Oeste,nan,Sí,9,1.100 €,2,107,"Piso de alquiler en Calle del Amparo, 59 Embajadores - Lavapiés",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-se-aceptan-mascotas-no-amueblado/158756038/d
,1,nan,nan,nan,Sí,En trámite,G,Calefacción-Parquet-Serv. portería-Cocina Equipada,3ª planta,Sí,nan,"De Narváez, Salamanca",nan,nan,nan,21,1.300 €,3,85,Piso de alquiler en De Narváez Goya,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-amueblado/158821213/d
,1,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Parquet-Electrodomésticos-Horno-Lavadora-Nevera-Puerta Blindada-Cocina Equipada,6ª planta,Sí,nan,"Calle de Emilio Vargas, Ciudad Lineal",nan,nan,nan,9,800 €,1,42,Estudio de alquiler en Calle de Emilio Vargas San Juan Bautista,Estudio,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157759549/d
,1,Sí,Muy bien,Sí,Sí,En trámite,G,Aire acondicionado-Terraza-Patio-Electrodomésticos-Lavadora-Nevera-Balcón-Cocina Equipada,1ª planta,No,Gas Natural,"Calle del General Lacy, 42, Arganzuela",Oeste,nan,nan,19,1.100 €,3,95,"Piso de alquiler en Calle del General Lacy, 42 Palos de Moguer",Piso,Gas Natural,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-patio-no-amueblado/158755881/d
,2,nan,nan,nan,Sí,En trámite,G,Aire acondicionado-Parquet-Patio-Serv. portería-Balcón-Puerta Blindada-Cocina Equipada,1ª planta,Sí,nan,"De Arrieta, Centro",nan,nan,nan,33,2.300 €,4,178,Piso de alquiler en De Arrieta Palacio,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-patio-amueblado-no-amueblado/158821205/d
,2,nan,Bien,nan,Sí,En trámite,G,Armarios-Calefacción-Cocina Equipada,3ª planta,No,nan,"Roncesvalles, Retiro",nan,nan,nan,28,1.450 €,2,100,Dúplex de alquiler en Roncesvalles Niño Jesús,Dúplex,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/calefaccion-ascensor-no-amueblado/158821207/d
,2,Sí,nan,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Calefacción-Terraza-Electrodomésticos-Serv. portería-Cocina Equipada,5ª planta,Sí,nan,"Calle de las Islas Cíes, Fuencarral",nan,nan,nan,33,1.150 €,4,100,Piso de alquiler en Calle de las Islas Cíes Peñagrande,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/158626645/d
,1,nan,Muy bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Parquet-Videoportero-Puerta Blindada-Cocina Equipada,1ª planta,nan,nan,"Del General Díaz Porlier, Salamanca",nan,nan,nan,25,1.200 €,2,75,Piso de alquiler en Del General Díaz Porlier Lista,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor/158821045/d
,2,nan,Bien,nan,Sí,En trámite,G,Aire acondicionado-Armarios-Balcón-Cocina Equipada,1ª planta,No,nan,"De Hermosilla, Salamanca",Sur,nan,Sí,16,1.750 €,3,130,Piso de alquiler en De Hermosilla Fuente del Berro,Piso,nan,https://www.fotocasa.es/es/alquiler/vivienda/madrid-capital/aire-acondicionado-ascensor-se-aceptan-mascotas-no-amueblado/158821046/d
